"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Irishchatter","28 September 2015","I have to say that this is the worst film I have ever seen like seriously why did they put whiny characters in this?? god it has had given me a headache! Also that scene where the father and the girls are in the bath. Whats more disturbing is that the little girl looked as if she sat on his genitals. I swear like you call this a child's film???? OK so I know it said that in the east that the bathroom can be shared with the family but at the same time, you think to yourself, is he a good father after all? Like you would hope he doesn't turn out to be a pedophile because those girls are quite young! Honest to god, I think this film is very bad on the eyes especially mine, I wouldn't show this to kids, god no!","
            10/10
            "
"danisaley","16 October 2005","I have never been so happy whilst watching a film, after a film and even at the beginning of a film. I found myself smiling all the way through. The characters are all so lovable, I marvel at Hayao miyazaki's ability to create something truly imaginative out of every standard object. The film is visually beautiful and wondrous. What was also heart warming was the relationship between the father, mother and kiddies, it's everybody's ideal family unit. It reflected well the older sister younger sister relationship, leaving the viewer feeling very nostalgic. The cat embodied everything that a child desires from a companion. The film managed to capture the world that children live in and take you back to what it felt like to be a child living in your own idealist environment. Basically i feel it's impossible for anybody to watch this film and be left feeling cold. It warms you from your toes to the tip of your head, you'll be smiling for days.","
            3/10
            "
"Jozinek","3 May 2022","If you want a lovely animated movie to watch if you're perhaps feeling down, or if you have kids, or if you just want to watch something pleasant with the whole family etc. Then My Neighbour Totoro is a highly suitable film for such occasions. It's charming, with beautiful artwork, animation, and music. The pacing may be slow and most of the time barely anything happens, but it's still worth watching. A very simple film about two little girls meeting and befriending forest spirits while moving into a new home with their father, all while their mother is ill and in hospital. Most of the film focuses on them, Totoro and the other forest spirits being occasional highlights throughout the film. It's not action packed or exciting but it doesn't need to be. It's supposed to be a soothing, cute movie with themes of youth, friendship, and family. So, if that sounds appealing to you, I suggest giving it a try.","
            9/10
            "
"Ididntshootthedeputy","8 July 2020","The animation is beautiful, and there is a beautiful atmosphere in this charming world. However, I couldn't really bring myself to enjoy the movie, because it's slow and has no action until the very end.","
            2/10
            "
"dballred","31 October 2002","I saw this film for the first time on Japanese television a couple of years ago. This is one of the few feel-good films I ever saw that drove this normally left-brained engineer to a teary-eyed sentimentality. It is a story about two sisters, Mei and her elder sister Satsuki, who had just moved to a house in the country. Their father, a teacher, looks after them as their mother is ill in the hospital. While playing in the garden, Mei sees a strange furry character and takes after it. The events that follow lead her and Satsuki to a wondrous backyard adventure with magical creatures. Are they real? Imaginary? This film has a cuteness factor that runs off the scale. As it is with most Japanese films, it really needs to be seen in its original language form, subtitled if necessary, rather than the dubbed VHS and DVD forms available in the US.","
            10/10
            "
"rubenstannard","25 June 2022","This film is the epitome of wholesomeness; it's almost impossible to not find yourself smiling throughout at the feel-good story, characters, and moments. The animation is stunning (no surprises there); the score is quirky and very fun; I haven't seen it in the original Japanese, but the dubbed dialogue is really good. It tells a cute, short story packed with memorable moments. There's not a lot to say about this movie; it's just another amazing Miyazaki film that works for all ages and should 100% be checked out if you haven't already.","
            8/10
            "
"mrincodi","26 April 2001","This movie is very nice. Although the theme is very simple, it's very well drawn and the characters move very well (I got surprised with the animation of the movement of the two girls: they really seem real!)If you're going to watch or buy it, remember it's a movie _for children_. It's designed in that way, and it's great in that way, so don't expect a great story because it hasn't it. If you want something ""serious"" go for Kokaku Kidotai, Hotaru no Haka (excellent), Nausicaa, Mononoke Hime (these last two by Miyazaki too) or even one of the Rupan Sansei (Lupin III) saga, instead.My rating: 9/10 (again, as a movie designed for children).","
            9/10
            "
"HPeep","28 November 2002","This was my introduction to anime. I first saw this movie in 1995. I loved it but forgot about it for quite a while. In 1999, Miramax released Mononoke Hime into U.S. theaters. I saw it three times during its theatrical run and six times on video. When I looked up Miyazaki's filmogrophy I saw that he directed Totoro. I knew that I had to see it one way or another. About four weeks ago I bought the import DVD and I watched it again. I fell in love with it again. It's probably the cutest movie ever. The creature Totoro is the best ""cute-thing"" ever to hit the silver screen. Mei and Satsuki are brilliant. If you don't have time to see the whole movie then just watch the bus-stop scene. Brilliant! You can never go wrong with Miyazaki. Disney (U.S.) could never get a project like this off the ground without screwing it up royally and adding musical numbers. EVERYBODY LOVES TOTORO! Grade: A","
            7/10
            "
"pieman","13 May 1999","Two things always come into my mind when I think of this movie. One is the pacing. And one is the clouds.Let's talk about the clouds first. They're really amazing. Whenever I look outside and see those same big, puffy, sunny-day clouds, I always tell my kids, ""Those are Totorro Clouds."" This is of course just one example of the amazing drawing and animation in this movie. Beautiful interior shots with amazing detail. Great drawings of people, although I'll never understand why anime always includes the huge round eyes and the cavernous mouths. There's the one scene where the tree grows all the way up to the sky. All hand drawn, it compares favorably to the best computer-assisted animation by Disney, Dreamworks, or the rest. It's just simply beautiful.Now on to pacing. The thing that really amazes me about this movie (and the thing that makes it superior to the other movies by this director) is that it is such a small, simple little story. Two young girls, ages about 4 and 7 I'm guessing, go out to the country with their father to be near their seriously ill, convalescing mother. Because of their stress, it seems, they meet some comforting mythological creatures who give them a ride around and then take them back home. That's about it.There are long, drawn-out scenes in the kitchen and in the family bath that you'd never catch in a Disney film. The most beautiful scene of all is that of the two girls waiting at the bus stop for their father to come home from work. They must wait on screen for at least a few minutes. It's astonishingly shocking and effective in its lack of activity. American filmmakers, who are always claiming that their animation is not just meant for children, still feel the need to pack every second of their movies with nonstop noise and action. Totorro, on the other hand, has the pacing you'd hope for if you moved out to the country. It's a simple, melancholy little film that just strikes me as so damn true to life.I've got plenty of younger friends who are totally into the more hardcore anime, like Akira and Ghost in the Shell. I always tell them to watch this movie. Now they're all fans as well.","
            10/10
            "
"ztt-68376","20 April 2020","Don't forget what kind of child you were. Don't forget what kind of adult you wanted to be.","
            5/10
            "
"iamakitten","7 February 2010","If you are sick of taking your children to see movies written by Disney where their intelligence will be insulted by stereotypical and unrealistic representations of children, consider showing them Totoro.It is everything Disney is incapable of creating.. intelligent and heart warming with believable characters. Hayao Miyazaki doesn't need to rely on the same old cheap tricks to keep his movies interesting because he has something special.. he hasn't lost touch with the innocence and wonder of being a child, which is why he's so perfectly able to represent Mei and Satsuki's emotions and draw you into their world in this movie.It isn't action packed or epic, but it doesn't need to be because it is far more special, individual and unique than any ""children's"" movie created in the last twenty years. This isn't a movie to be appreciate by children only, it is one of the rare movies that will be appreciated on different levels by viewers of all ages.You must watch Totoro, and I would highly recommend watching it in subtitled format. The American voice actors do not demonstrate the ability of their Japanese counterparts and reduce the enjoyability of the movie greatly.","
            10/10
            "
"dumsumdumfai","8 June 2012","I like this so much that years later I name a cat I got as Totoro.But this movie is very very different from Western style in terms of tone and concept. And this is not for young child, teenager maybe.The climax and high points are not plot based. Some sequences are not plot linked. There are dream sequences and reality mixing together. And which is which may not be explained. It is to be breath in.You won't be overwhelm with a detail intricate story but rather detail intricate, thoughtfully translated emotions. You have to think a little to understand what was said, or how it was said, or shown or can be interpreted.It is a wonderful film.","
            10/10
            "
"ZachDVD","4 September 1999","I admit when I first saw the commercial for Totoro back in 1993 (when it had a short run in the theater) it looked stupid. But a few years later I saw it in my video store and gave it a chance, and it has become one of my favorite films of all time. It's beautifully animated and was directed/written by Miyazaki, who I think is the master of Anime (believe me, I've seen a lot of Anime in my day). The story is about two girls who move to the countryside and befriend a friendly forest monster, who gives them hope and helps them out. Great script, great animation and they adapted the Japanese songs perfectly. A must see film for all ages.","
            7/10
            "
"kikiboo_8","20 September 2021","I watched first 40 minutes or so and then turned it off.I couldn't deal with Mei, my God, what an obnoxious, nasty kid... I know she's just a kid, but not all kids are as annoying.She's literally constantly yelling, screaming or otherwise making loud, obnoxious noises that make you want to strangle her. In addition to that she literally chases those poor creatures who run like hell from her. She's overall loud, stupid and unfunny.I don't know or care what happens after that, cause if hearing her constant noises and watching her act like a buffoon is the price I have to pay, I'm gonna have to say no.","
            9/10
            "
"longlongmima","19 May 2020","When the magnificent music sounded, I felt that my heart was filled with a kind of warmth, and then I could not control my tears, not because I was sad, but because it gave people a feeling that was too beautiful to express.","
            7/10
            "
"rustgold","17 July 2017","What makes a movie? Even more than plot? It's characters. Kiwi is an anime movie worth a 10 for her charm (even if she's not perfect). The characters here were simply charmless. With people boasting about this being the best, I was hoping for something as least half as good as the already mentioned movie by the same publisher. With plain dull characters, this pedestrian movie simply didn't give me anybody worth caring about to watch. And nothing can cure that. And no, I didn't bother watching until the end.","
            6/10
            "
"Aries_Primal","23 July 2022","My first thoughts when I finally watched Totoro was: This film is the best!So children friendly, so good and naive and at the same time giving you lessons for life. It was nothing like other japanese stuff I watched and it was perfectly made.The scene when two girls saw the tiny black shadows and they told their father they saw a ghost, his answer was priceless: ""I've always wanted to live in a haunted house."" Every parent would start convincing their children there is no such things and scare them more.Loved the artwork, the appreciation of every detail, simple things of nature that are actually so special. Loved the reaction of the little sister of everything, so natural and child-alike. And loved Totoro. I'm 32 but I love Totoro. Unique film!I played it to my little niece and she loved it too!","
            6/10
            "
"630west","16 June 2005","A great and creative story. It is about two girls named Satsuki and Mei. Them and their dad move to the countryside. Their mother is in the hospital because of illness. They meet Granny, who helps them to move in the house and is a farmer. The reason that they moved there was because of a gigantic camfer tree.( which looks like about the size of the Empire State Bulding.) When they move in, they find dust bunnies, little creatures made of dust.(of course.) One day Mei Finds a little white thing that can turn invisible. Later, she sees a medium sized blue one with a sack of acorns. Then she goes into the forest and finds the large gray one. The totoros take the two on adventures, and help them deal with their mother in the hospital. A great film and is highly entertaining. In the beginning, the dialog is very annoying.","
            9/10
            "
"arthera09","16 September 2007","I love this movie. Miyazaki can do a movie like no other and his magic shows in any movie. I started noticing the influence WW2 had on film makes like this and I think this movie captures it in a fun childish way that does not loose it power. The character design was amazing from the girls to all of the creatures. I think that Miyazaki can pull off taking a pretty empty shot and using to keep the pace of the movie without it being obvious, but then it picks up and it just turns into a whirlwind of magic. The tragic nature of a lot of Japanese film and the way of coping with it by creating a fantastical world where dreams literally come true. I think one of the nice things at the end of the movie that no one including the parents and the audience don't believe in the magic that propels the movie. At times it is a little scary, but in a good way, but nothing horrible every really happens. The only reason this movie does not get a 10 is because when watching any Miyazaki film one inevitably compares it to his other films and I do not think this top spirited away, but has a place in every movie library.","
            9/10
            "
"grantss","7 March 2016","Sweet, enchanting, heart-warming movie.A father moves himself and his two young daughters, Satsuki and Mei, into an old run-down house in the country in order to be closer to his ailing wife, who is in hospital. Neighbours claim that the house is haunted and pretty soon it looks like they might be correct... Then one day Mei wanders into the forest and discovers an interesting creature, Totoro...The first and, so far, only Hayao Miyazaki movie I've liked, and I've seen all six of his movies that are in the IMDb Top 250. Generally his movies start well, with an intriguing, imaginative set up. However, they tend to quickly degenerate into a rambling adventure for a plot with random action scenes and equally random solutions to problems, and no character depth or engagement. Pretty much suitable for kids only.However, My Neighbour Totoro is different. There's no rambling adventure or random action scenes, but a sweet, focused story. The characters have depth and are likable and engaging. The plot develops gradually and meticulously. There's a beautiful child-like sense of discovery and wonder to the movie.Nice, emotional ending too.Kids will love it but it is ideal for all ages.","
            9/10
            "
"jordondave-28085","29 October 2023","(1988) My Neighbor Totoro
DUBBED
JAPAN ANIMATION/ FAMILYI remembered at the time of this film's release, critics were calling this film 'anti- Disney' because it has no singing and dancing, no protagonist and antagonist, bad or good, good or evil, just a subtle story with a lot of made-up creatures serving as a back drop to nurture very kids whenever they may need any help. The last time Disney ever release one without any singing and dancing was in 1985 called ""The Black Cauldron"" and didn't do too well at the box office, but it still consisted of a lot of good and evil! The film that solidified Hideo Miyazaki's name on the map was this one and with each repeated viewing as an adult I can relate more and more with it's subtle messages even if it's intended as a children's picture, for instance the need to have both parents and the effects of a single parent looking after a child. The film which does not say whether it is a good or a bad thing but does show what underage kids can do as a result, such as in this case run away from home! One would have to wonder why it had to be this film that people had come and take notice since Hideo has been drawing animation for a very long time, and how come this one had to do well as opposed to other ones he did earlier such as ""Lupin"", ""Nausicaä of the Valley of the Wind"" and 'Castle in the Sky"" and I think the reason is that they still consisted of some Walt Disney themes such as good and bad, dark and evil ! And as aforementioned this was originally not a hit once released here in North America distributed by 20th Century Fox because of the heavy marketing of many Disney cartoons and of course ""My Neighbor Totoro"" was very limited. After this film, Japanese audiences wanted to see more like it with the beautiful wilderness as well as the creatures thought up by actual children, and in turn used this film as a basis for his later works from ""Kiki- the Delivery Service"", to ""Princess Mononoke"" to ""Spirited Away"". Hollywood even made their own Miyazaki-like film called ""Up"" which has done well with adults and children alike and would've made Myazki proud for starting this whole new phenomenon started with this film! Out of all the reviews from RT of bonafide critics- the review that may have made me appreciate this film even more is the review by James O' Ehley! Footnote: 20th Century Fox was it's first distributor for My Neighbor Totoro with unknown voices doing the dubbing until Disney bought the rights to all the Myazaki films and to avoid paying any royalties re-dubbed all the voices again from unknown voices to celebrity voices such as Dakota Fanning and her sister which is distracting since we are accustomed to know what they sound like.","
            9/10
            "
"JakeBrinkman","1 September 2019","This film perfectly captures all of the joy, wonder, and innocence of a child's mind. The art is beautiful, and the breathtaking scenes and Totoro's mysterious adorableness both really awaken our inner child's curiosity and awe. However, like a child would, the focus of the film doesn't fully grasp the parent's drama, which leaves the movie beautiful and giddy, but lacking serious depth.","
            9/10
            "
"muathuvn","25 September 2005","I love Totoro, Mei and Satsuki. I have been seeing the movie many times without getting bored while I become tired of seeing other movies easily right at the second or third time. I can't imagine how the director can create such real and cute characters. Notice the way Mei goes upstairs and downstairs, showing Myazaki to be very observant about children's actions. They are amazing compared to conventional move of Waldisney's as well as of many other animated movies. The movie is a simple story with normal circumstances of daily life, about a family with 4 members, the father is a university professor, the mother is in hospital because of suffering from a disease unknown and the two children of 10 and 4 years old are still very innocent. The family is as ordinary as most of real families around us but described within several selective days. That is when they move to a new house in the beautiful countryside. The fresh scene encourages the two children to discover everything they see and this leads them to meeting with Totoro. Totoro is only a character of imagination but more real than any other imagined characters. He looks like a bear and may symbol children's belief in good things of life. One of the scenes i like best is that of the three people bathing together when a very serious storm goes through the area, shaking the house and scaring the two children, so warm. And the scenes of field, hills remind me of my childhood as if it was just yesterday. For me this is Myazaki's best animated movie and one of the best animations of all time. Voted it 10 stars.","
            7/10
            "
"kevin_robbins","3 April 2022","My Neighbor Totoro (1988) is a movie I recently rewatched with my daughter on HBOMAX. The storyline for this picture involves two sisters and their father who moves into a new home surrounded by unique spirits. Their mother is battling cancer and staying at a near by hospital where they frequently visit. As hopes of their mother returning home peaks and crashes the sisters are taken on an emotional rollercoaster. When the youngest sister discovers her mom isn't coming home she sets out to find her own way to the hospital to see her mom and gets lost. The oldest sister, her family and friends, including the spirits, set out to find her...This movie is directed by Hayao Miyazaki (Spirited Away) and contains the voices of Dakota Fanning (Man on Fire), Elle Fanning (Super 8), Tim Daly (Wings) and Matt Adler (Teen Wolf).The storyline for this has amazing depth with great characters and solid sub plots. The family dynamic is very well established and it's easy to root for them as the story unfolds. The super natural elements are very unique and creative and do a great job of capturing the imagination. How the super natural elements are woven into the storyline is fantastic.Overall this is an all time great animated picture that is an absolutely must see. I would score this a 10/10 and strongly recommend it.","
            9/10
            "
"Bunuel1976","10 November 2006","This is my fourth film from this celebrated animation artist; while I've always enjoyed his work, I still feel that it's somewhat overrated. The ones I'd watched - PRINCESS MONONOKE (1997), SPIRITED AWAY (2001; his best, in my opinion) and HOWL'S MOVING CASTLE (2004) - were all plot-packed, overwhelming visual experiences, so I was surprised to find this one much simpler, virtually kiddie-oriented and essentially plot less! It was still meticulously detailed and inventive, with two extremely likable female protagonists and equally delightful anthropomorphic characters - not to mention an infectious title track. I've yet to catch up with quite a number of his films (TCM showed a retrospective of his work while I was in Hollywood late last year, but I didn't have the time - or stamina - for them) but, given their basic similarity, I guess it's best to approach them one at a time (my local DVD rental outlet does carry a few more titles, though)...","
            7/10
            "
"jwcheetah","16 February 2008","My Neighbor Totoro is definitely one of the best films of its time. Miyisaki always to me brings original story telling and magic no western animation studio can match. I can see my critics enjoy it and how Totoro became the mascot of studio ghibli.I've also come to the fact that Miyisaki's masterpieces always has a heroine who learns a lesson that allows her to grow as a person.Practically all the Miyisaki films I have seen have left me cheering and "" My Neighbor Totoro is no different.the it is shorter then most of them, it dozen't lose any of its magic and shorter is sometimes better for younger audiences. Definitely a must see.","
            5/10
            "
"s2423061","5 January 2009","I think Hayao Miyazaki's movie is very funny and interesting. I like best Tonari no Totoro in his movies. Hayao Miyazaki's movies called ""Walt Disney of Japan"". In fact, Hayao Miyazaki's movies is very popular in world. This movie brings back memories of my childhood. I lived local when young. So this movie is made me fun. This director likes children. So His movie's hero is a lot of children. For example, ""Sen to Chihiro no Kamikakusi"", ""Majyo no Takkyubin"" and ""Tenkuuno scrapyard"". His movie's story is excellent and very funny. So, His movie was loved by many people. Totoro is very cute and kind. It is wonderful animal. But I like him.","
            6/10
            "
"gbill-74877","12 January 2021","A very sweet film, and one that would be great to watch with children. The animation is beautiful and the storytelling has such gentleness to it. It also shows kids behaving as kids behave, with sibling rivalry, throwing tantrums at the unfairness of the world, imagining ghosts and magical creatures (practically channeling Alice in Wonderland in going down the rabbit hole), and also looking out for one another when the chips are down. There is such vulnerability here, as the mother is in the hospital and the kids are sometimes on their own, discovering things in the world, including Totoro. It might have been too wholesome for me to fully appreciate as an adult, but it's certainly a quality production, and heartwarming.","
            8/10
            "
"Vincentiu","29 September 2013","it has the rare gift to be more than animation. the story is simple, the characters realistic and the fantastic - it is basic problem. because it has all magic of childhood worlds. funny, protective, wise, childish, strange and familiar. it is something special in this case because it is a kind of masterpiece for...soul. a little story, a secret to the same age public, a confidence and a form of joy not explosive but just delicate and fresh. a lovely movie , work of a remarkable master of animation. it seems be a confession and this is its great virtue. it seems be a serious speech about mysteries who gives real sense to life , a message for each viewer in a gentle, precise envelope.","
            4/10
            "
"cricketbat","3 August 2018","My Neighbor Totoro is definitely geared towards children, but it's still another fun look into Miyazaki's creative mind. I really enjoy how the two sisters interact with each other -- it feels real. The story is simplistic, but my kids enjoyed it and that made me happy.","
            9/10
            "
"SAMTHEBESTEST","26 November 2020","My Neighbor Totoro (1988) :
Brief Review -Perhaps the cutest Japanese Animated Film but Hayao Miyazaki films don't fancy me. In animation genre i have seen plenty of classics made by Hollywood but don't know why i never liked foreign language films made in the same genre very much. Although i am a big fan of feature films made in foreign languages, this animation world seems feeble by far. I can see many Miyazaki's films in Top Rated 250 IMDb films list and that's why i had to watch them but not a single film managed to impress me. I would say it with no murmurs that i didn't find any of his film deserving to be here in this list. My Neighbor Totoro is most probably my last film of this director and i won't be seeing any of his animated flick now on, i am happy watching Classics of Pixar. So, this film is about two little girls who shift into a mythy ghost house with their father leaving mother behind at hospital. They sneak out in the forest nearby and befriends animalistic spirits. How this spirit of Totoro brings happiness in their life is all we got to see in My Neighbor Totoro. I don't know what's so there in this film to like it beyond what it deserves and then put it alongside some universal classics. Undoubtedly this is the cutest japanese film i have till date but just cuteness doesn't fill everything right. There should be something called innovative, creative sort of work to make a strong impact which is missing here. May be it is because the film was made in late 80s and therefore looks outdated but i have enjoyed watching many Hollywood classic animation flicks made before 60s. Those films didn't look outdated or extremely common like this. I am not being too harsh but i watched this film with high expectations and then found nothing in there so the frustration might be causing some extra bashing here. Overall, it is Good but not Great, not even close it.RATING - 6/10*By - #samthebestest","
            8/10
            "
"ronaldotheheel","29 October 2002","This is what kid's movies should be like. A movie without a villain, a movie realistic enough to believe the story could be real, a movie surreal enough to let kid's imagination compell them long after the movie is over. This movies was made for the good of the world, and it remids us that we can have a wonderful experiance at the movies without drugs, sex, and violence. 10 stars! ""No Totoro"" about it!","
            9/10
            "
"ziancara","12 April 2023","""My Neighbor Totoro"" is a timeless classic that has captured the hearts of audiences young and old since its release in 1988. Directed by the legendary Hayao Miyazaki and produced by Studio Ghibli, the film tells the story of two young sisters who move to the countryside with their father and encounter a forest spirit named Totoro.One of the greatest strengths of ""My Neighbor Totoro"" is its ability to evoke a sense of childlike wonder and nostalgia in its viewers. The film is filled with moments of pure joy and imagination, such as the scene in which Mei and Satsuki first discover Totoro and the Catbus, a magical creature that can transport them anywhere in the world. Miyazaki expertly captures the essence of childhood, with all its innocence, curiosity, and boundless creativity.Another standout aspect of the film is its stunning animation and artwork. Studio Ghibli's trademark attention to detail is on full display, with lush backgrounds and intricately designed creatures that transport the viewer into the magical world of the film. From the towering camphor tree to the adorable Totoro himself, every element of the film is lovingly crafted to create a fully immersive experience for the viewer.In addition to its visual splendor, ""My Neighbor Totoro"" also boasts a beautiful musical score by composer Joe Hisaishi. The music perfectly captures the whimsical, fantastical tone of the film, and is sure to leave a lasting impression on anyone who watches it.Despite its reputation as a children's film, ""My Neighbor Totoro"" is also notable for its themes of family, friendship, and the importance of taking care of the natural world. The film encourages its viewers to slow down, appreciate the beauty of the world around them, and connect with others in meaningful ways. In today's fast-paced, technology-driven world, this message is more important than ever.While ""My Neighbor Totoro"" is undoubtedly a beloved classic, it is not without its flaws. Some viewers may find the film's slow pacing and lack of a traditional narrative structure to be a bit off-putting. Additionally, some of the themes and cultural references may be difficult for Western audiences to fully grasp without some background knowledge of Japanese culture.Overall, ""My Neighbor Totoro"" is a delightful, enchanting film that is sure to leave a lasting impression on anyone who watches it. Its timeless themes, stunning animation, and childlike sense of wonder make it a true masterpiece of the animated film genre. Whether you're a longtime fan of Studio Ghibli or simply looking for a heartwarming, family-friendly film to enjoy, ""My Neighbor Totoro"" is not to be missed.","
            6/10
            "
"ElMaruecan82","22 December 2017","Miyazaki's movies demand more viewings, not because they're too complex, but because their narratives and visuals are so rich you can easily miss a detail. 
Still, ""Totoro"" looked startlingly simple and straight-forward, there wasn't much intrigue, or even character-development, it's not even a coming-of-age story, despite being a childhood adventure and while there's no villain, there's no conflict whatsoever to enhance the dramatic outlook.But it's precisely for these reasons that I watched it again, and this time, I had the proper key to open my heart and let the magic operate: my daughter who's the same age as Mei, four years (actually she just celebrated it today). We saw the cartoon together and I didn't miss any detail, I couldn't since each scene she asked me question, about the soot sprites, the haunted house, why are they laughing in the bath, why are their little dark things leaving the house? And I had to pay attention to all these tiny details because she wouldn't miss one, just like Mei... and then I realized that Miyazaki understood children.I said this is a children movie; less because it deals with children but because it's oriented toward children. And maybe it's because Mei is the smallest one that she could spot these rabbit-like ears in the grass and then discover a white little creature with the same role than the white rabbit in ""Alice in Wonderland"". But Miyazaki doesn't use that scene for a narrative purpose, if he cared for narrative, the titular Totoro would have appeared fifteen minutes earlier. Miyazaki sets the mood, he lets us contemplate the place, the house and the beautiful nature with that watercolor quality so typical of the anime style.As usual there are many long moments where nothing happens, or nothing special, which is the antithesis of screen writing but the essence of life, sometimes, things take time to happen. And we have almost thirty seconds where Mei is trying to catch the little rabbit and we see nothing else, except for a butterfly entering from the other side of a cabin and getting out from the hole Mei is staring at. I hadn't noticed that butterfly before and it didn't change much to my comprehension of the film but its adorable randomness made me smile. Never underestimate the appeal of 'insignificant' details.Finally, Mei spots the rabbit and he's following a bigger one, the two run away leaving nuts and seeds on the ground and after a chase across the forest, she finally lands near the hollow of a camphor tree where Totoro is sleeping. What a delightfully anticlimactic entrance! Myazaki's most iconic creation just lying there and being slightly disturbed by a small girl. We're not even sure his name is Totoro, it seems to be the way she interpreted his repeated roars... or yawns. Mei baptizes him Totoro and seems to be the only privileged kid to see her, for a while.But here again, Miyazaki avoids all the clichés of the genre, Mei's father believes her and explains that the creature is probably the master of the forest or some protective spirit. And her sister Satsuki while the voice of wisdom at the age of 10 and the substitute mother... envies her kid sister. Miyazaki understands children so much that he grasps the different layers of childhood representing them like the small and average rabbit, he knows a kid of four will be playful and incapable of reasoning or being reasoned while an older one will still be innocent but aware of the tough implications of the world.But once Totoro is there, Satsuki and Mei are both incarnations of the spirit of childhood, they literally jump at his tummy and fly together, this is a magnificent scene but we've seen flying already in Miyazaki, how about perhaps the most iconic moment where the two sisters and Totoro wait for a bus, and Satsuki gives him an umbrella. We talked about moments where nothing happens, whatever this scene is supposed to mean is secondary beyond the fact it inspires a wild smile and a certain warmth... and that it introduces the second iconic creation of Myazaki, the Chesire-like cat-bus. 
Only a mind that understands children can be that creative... and Miyazaki knows childhood with the same intelligence as he respects ours, he knows the kids won't jump in the cat-bus, they're waiting for their father. For all the magic and fantasy the film carries, it's only because it's rooted in the reality of the world, incarnated by the beautiful landscapes or the sickness of the mother or relationships between parents and children or inter-generational, that we're transported by Totoro. He only pops up when reality is sometimes too tough to handle, even for children.And I can't imagine any children not being responsive to the film, Walt Disney said that every film should have morale, for every laugh there should be a tear, that one scare or two can be stimulating but while ""My Neighbor Totoro"" has some dramatic tension, this is a film consistently gentle and sweet about its own material as if a world where Totoro didn't need villains or antagonists to make its point. As ifTotoro was the master of the film, spiritually. 
Miyazaki took that gentle approach we'll also find in movies like ""Kiki"" or ""Ponyo"", with a basic story and not too fancy animation but a huge emotional outlook just like ""Dumbo"" was the most popular Disney film while not as sophisticated as ""Fantasia"" or ambitious as ""Bambi"". But ""Totoro"" is more than a Japanese Dumbo, it's an icon so popular even the opening song (a catchy march tune) became a children rhyme. No wonder it became the Studio mascot. And since the name refers to an airplane engine. You have the essence of Miyazaki's creation in that blue cardboard opening in each of his films.","
            8/10
            "
"CinemaClown","24 April 2014","Magically capturing the beauty & innocence of childhood, My Neighbor Totoro is a magnificent example of hand-drawn animation from Studio Ghibli. Set in a rural village in post-war Japan, it tells the story of two little girls who move to a new place with their father so that they can be near to the hospital where their mother is recovering from a long-term illness and covers the little girls' adventures with the wood spirits living in a nearby forest.Directed by world's renowned artist Hayao Miyazaki, My Neighbor Totoro isn't any conflicted or tragic story but is simply a reflection & celebration of life & its little adventures. The childhood of the two girls portrayed here is extremely convincing, the fanciful creatures including Totoro are freshly imagined, the 2D animation mirrors a beautiful painting, the voice actors are lively in their roles & the music is as heartwarming as it is soothing.On an overall scale, My Neighbor Totoro is a nostalgic journey of childhood, an adventure for all ages & a subtle commentary about the depleting relationship between humans & nature. It brings on screen some wondrous creatures of fantasy & yet remains grounded throughout its runtime. A simple, heartfelt & joyous cinema that takes us through little bits of every emotion, My Neighbor Totoro is a cinematic gem that viewers are going to cherish for a long, long time.","
            9/10
            "
"Cylex","26 September 2001","Apart from annoying title songs, there is little to dislike about this movie. I usually avoid Manga because it's too violent but this one departs from the norm. There are no villians. The totoro are gentle creatures with powers over nature. My favourite is the Cat Bus. There's no real plot but the animation is exquisite. The only threat is that the girls' mother is seriously ill. This may worry younger children but this is a film that everyone can relate to. It is about life and family values. One not to be missed.  9/10","
            5/10
            "
"ericstevenson","21 February 2017","I remember looking up on Amazon.com and seeing that this film was seemingly the most reviewed anime thing on the entire website! It was that alone that made me want to watch this. Yeah, I'm like that. I admit that I was confused as to how a lot of the movie didn't really focus on the title character. He didn't even appear until 32 minutes into the movie! Now, this is still a great movie. You simply can't go wrong with this animation from the creator of ""Castle In The Sky"" which I looked at recently. I am so impressed at how this artwork holds up after all these decades. Honestly, it seems on par with his newest stuff like ""Ponyo""! I had no idea that they were actually going to get into some pretty deep issues here. This movie features two daughters whose mother is away sick. In this sense, it actually improves on better movies like ""Spirited Away"" because we actually get to see the supernatural stuff weaved into their everyday lives. It also helps that they have this awesome catbus. Yeah, literally a giant cat that's also a bus. It makes little sense, but dang do I love looking at that guy. I'm surprised at how short it was, seeing as how Miyazaki was known for making longer films. ***1/2","
            8/10
            "
"jack_o_hasanov_imdb","27 August 2021","I'm not an anime fan, but it's one of the best and most beautiful anime I've ever watched. Miyazaki did a great job as always.","
            10/10
            "
